SKU ID,Date,Online_Clicks,Online_Cost,Online_Impressions
SKU1029,05-01-21,474,1678.909243,53917
SKU1054,05-08-21,1093,7198.857206,178173
SKU1056,11-05-22,1041,5606.85011,224078
SKU1019,3/20/2021,965,4189.187114,191202
SKU1021,04-09-22,860,2890.776596,212875
SKU1044,4/23/2022,965,2229.610374,199213
SKU1017,06-11-22,902,2019.666155,181299
SKU1017,7/30/2022,1056,2508.486635,183938
SKU1039,5/22/2021,1199,2867.320802,219013
SKU1042,12/24/2022,795,3840.853707,195666
SKU1029,4/16/2022,819,3449.1737,134245
SKU1033,12/24/2022,773,2452.213885,119115
SKU1058,01-02-21,905,3654.968529,133870
SKU1044,4/17/2021,604,1995.192395,152981
SKU1040,5/15/2021,391,1029.748473,164272
SKU1013,07-10-21,572,994.9643222,167733
SKU1038,7/17/2021,571,1072.514864,169022
SKU1057,12/18/2021,405,1003.843023,129991
SKU1015,2/26/2022,412,1009.483562,130767
SKU1028,4/30/2022,413,1023.18982,161883
SKU1033,06-11-22,391,1037.389503,234710
SKU1042,12-03-22,487,1839.07552,76170
SKU1045,01-02-21,724,3270.667499,131386
SKU1038,3/13/2021,561,1145.202772,82900
SKU1039,6/26/2021,523,1006.812665,89544
SKU1053,8/14/2021,591,946.4445327,129334
SKU1042,09-04-21,865,3315.311906,189362
SKU1055,3/26/2022,866,3632.672178,190011
SKU1043,06-04-22,630,2244.9682,128478
SKU1048,06-05-21,411,1122.174244,53130
SKU1029,8/21/2021,501,1464.657984,68486
SKU1025,10/23/2021,475,1449.956018,68674
SKU1017,3/19/2022,425,1007.789539,80841
SKU1050,5/14/2022,394,1074.701585,50505
SKU1056,10/15/2022,779,2290.630345,203562
SKU1017,11-05-22,795,2541.033066,196918
SKU1054,8/14/2021,520,2658.454823,101816
SKU1051,10/23/2021,506,2378.818782,92858
SKU1049,2/26/2022,503,2370.54001,120327
SKU1036,3/19/2022,563,3623.335103,184000
SKU1049,3/26/2022,550,2441.189635,175787
SKU1048,5/28/2022,976,5112.228792,310850
SKU1039,08-06-22,933,7629.625186,254060
SKU1045,11-12-22,1099,7961.825419,259398
SKU1021,12-03-22,1199,5625.808678,231438
SKU1046,12/24/2022,1147,5152.457071,205840
SKU1034,01-09-21,1274,5489.729741,227679
SKU1037,3/27/2021,1351,7191.572553,298816
SKU1036,02-12-22,1195,5623.777701,270323
SKU1022,2/26/2022,921,3493.046714,237812
SKU1036,10/22/2022,912,3656.199933,224416
SKU1051,01-02-21,718,2666.365557,148913
SKU1017,02-06-21,448,1562.689014,61780
SKU1025,7/17/2021,483,1652.318862,67834
SKU1040,10/30/2021,491,1636.790631,70466
SKU1041,11/20/2021,787,2755.166912,135873
SKU1012,12/25/2021,497,2028.467693,110223
SKU1042,7/23/2022,388,1033.800468,49981
SKU1057,11-12-22,784,3067.483221,152583
SKU1017,8/28/2021,770,3456.306928,143505
SKU1023,10/23/2021,780,3406.114657,146000
SKU1033,03-05-22,729,2446.78448,136683
SKU1021,03-06-21,581,1850.647476,99179
SKU1054,09-11-21,490,1527.521866,75960
SKU1017,10/23/2021,514,1470.229276,73631
SKU1036,11/20/2021,493,1265.737696,68425
SKU1030,07-02-22,566,1812.858398,87306
SKU1034,09-10-22,844,3184.559796,168807
SKU1042,10/22/2022,724,2923.355817,157527
SKU1054,10/29/2022,987,5421.187829,343311
SKU1046,05-08-21,1076,5754.681999,400062
SKU1026,7/24/2021,756,3860.186052,242653
SKU1024,8/21/2021,1220,7213.654516,353133
SKU1051,07-09-22,550,2588.833861,129493
SKU1027,10-08-22,406,946.7282847,101974
SKU1029,12/24/2022,541,1263.497208,104431
SKU1052,08-07-21,629,1443.48155,132023
SKU1051,11-06-21,667,1164.424189,140385
SKU1025,12/18/2021,799,2197.659528,179406
SKU1020,11/26/2022,644,2307.82925,128283
SKU1035,04-03-21,741,1876.19041,139492
SKU1014,09-11-21,730,1736.315317,128915
SKU1042,3/26/2022,741,1879.619721,129873
SKU1039,8/27/2022,901,2676.316901,153535
SKU1052,12/17/2022,868,3369.263286,148785
SKU1056,10/30/2021,666,3556.595684,111336
SKU1055,12/18/2021,636,2259.174457,84262
SKU1054,03-05-22,723,2531.273219,95854
SKU1053,1/23/2021,556,1664.84983,126980
SKU1031,06-05-21,536,1937.643883,159303
SKU1056,10-02-21,432,1475.040926,89499
SKU1032,5/28/2022,428,1713.324354,102253
SKU1028,07-02-22,560,1914.981155,124015
SKU1023,10-08-22,932,2827.485212,180352
SKU1031,12/24/2022,1082,3162.078218,207142
SKU1055,11/13/2021,397,982.3217567,63373
SKU1027,11-06-21,400,1022.409086,50015
SKU1057,1/22/2022,407,973.2786102,49997
SKU1019,04-09-22,400,1047.124358,58163
SKU1019,1/23/2021,398,974.4502117,77766
SKU1051,9/18/2021,399,1014.451065,80981
SKU1048,10-09-21,398,962.7990172,85290
SKU1058,9/24/2022,404,1020.363767,73319
SKU1034,09-03-22,387,938.1356082,72177
SKU1033,3/27/2021,402,1022.119305,90352
SKU1020,10-02-21,404,967.4505878,75413
SKU1011,1/15/2022,395,980.596759,55903
SKU1034,06-11-22,379,1042.260438,66199
SKU1037,10-08-22,400,1002.960987,52208
SKU1020,05-08-21,403,971.2649986,68140
SKU1052,7/24/2021,421,973.2827489,54331
SKU1014,11/13/2021,397,999.2292641,67064
SKU1015,12-11-21,830,3286.296106,136526
SKU1027,4/16/2022,758,3768.609049,143753
SKU1048,01-02-21,688,3324.876552,136532
SKU1012,4/17/2021,530,2165.4571,117453
SKU1036,5/15/2021,607,2137.08144,118238
SKU1015,8/14/2021,516,1729.098031,88394
SKU1027,12/18/2021,432,1256.275141,54967
SKU1047,5/14/2022,385,1235.822239,57489
SKU1020,5/21/2022,447,1360.294546,62023
SKU1023,06-11-22,1818,3232.237048,229690
SKU1045,08-06-22,1768,3498.687211,225638
SKU1028,10-08-22,1400,2775.038953,212057
SKU1013,11-05-22,603,1472.504956,136465
SKU1056,2/13/2021,537,1637.270072,107624
SKU1049,3/27/2021,755,2593.076391,124845
SKU1034,1/29/2022,506,1374.225561,72095
SKU1028,3/19/2022,726,1948.999404,112022
SKU1056,5/14/2022,836,2117.734236,126156
SKU1031,06-11-22,741,2373.989316,106979
SKU1025,8/13/2022,772,2921.140171,121549
SKU1024,03-06-21,1040,3420.832294,176657
SKU1017,7/31/2021,705,2055.665073,101219
SKU1041,10/30/2021,1172,3313.754229,169848
SKU1037,5/14/2022,1377,3436.255818,197946
SKU1029,6/25/2022,1750,3795.281719,267653
SKU1012,1/16/2021,1924,4080.012382,265412
SKU1042,03-06-21,1135,2307.122252,153921
SKU1057,04-10-21,973,2266.595326,134473
SKU1038,10-02-21,974,1947.636279,158150
SKU1028,2/26/2022,891,2501.362014,133588
SKU1018,5/21/2022,755,2238.653,119509
SKU1042,8/20/2022,685,1658.105262,106599
SKU1014,10/15/2022,671,1687.689795,113916
SKU1032,03-05-22,608,1624.676306,108218
SKU1024,8/27/2022,548,1633.524149,93984
SKU1023,4/17/2021,809,1922.196185,133844
SKU1033,05-01-21,761,2611.755608,132529
SKU1032,06-05-21,618,1800.909142,105837
SKU1045,01-01-22,600,1684.79583,97460
SKU1058,6/18/2022,800,2804.847435,127578
SKU1037,9/25/2021,825,2530.276104,120245
SKU1043,10/16/2021,885,2934.103296,141323
SKU1027,12-04-21,1239,4579.532673,216992
SKU1050,07-09-22,1910,8544.127544,396083
SKU1016,4/17/2021,1552,8146.063897,308950
SKU1024,4/23/2022,1143,7283.840268,243101
SKU1014,7/16/2022,525,1608.547781,71013
SKU1058,10-08-22,800,2647.752119,100953
SKU1023,06-05-21,1030,3833.173757,204079
SKU1031,7/17/2021,698,2650.412541,172786
SKU1013,08-07-21,572,2597.460172,152694
SKU1032,9/25/2021,507,1952.346642,130595
SKU1050,03-12-22,463,2204.777298,142537
SKU1039,3/19/2022,566,2412.343186,172686
SKU1038,4/23/2022,608,2208.289793,154644
SKU1050,8/27/2022,541,1678.949629,100304
SKU1020,06-05-21,443,1237.337863,71089
SKU1032,09-04-21,435,1141.419107,64742
SKU1021,9/25/2021,448,1066.387833,62215
SKU1024,10-09-21,464,1119.474877,55239
SKU1054,5/21/2022,969,3919.613647,211701
SKU1038,5/15/2021,805,3435.801633,147720
SKU1058,10-01-22,1419,6990.821147,371434
SKU1022,05-01-21,1478,7165.372749,418867
SKU1049,9/25/2021,1303,7681.312898,329824
SKU1047,04-09-22,1445,9908.186239,402233
SKU1016,5/14/2022,821,5084.360826,176647
SKU1031,02-06-21,753,4561.271017,157827
SKU1015,3/13/2021,812,3532.705784,109440
SKU1049,4/24/2021,946,4195.219192,125470
SKU1038,05-08-21,980,4344.235853,151322
SKU1032,07-10-21,656,2075.921179,77158
SKU1019,12-04-21,707,1825.651455,111534
SKU1053,03-06-21,491,2137.564643,74441
SKU1040,7/24/2021,691,2978.020445,146275
SKU1012,10-09-21,577,2015.347401,88813
SKU1028,04-02-22,733,2750.689545,123182
SKU1018,8/13/2022,739,2583.038798,166023
SKU1058,09-04-21,951,2827.371227,197941
SKU1042,07-02-22,799,2683.625953,169363
SKU1026,2/20/2021,400,962.5840772,74474
SKU1030,9/24/2022,414,984.3608118,68826
SKU1014,1/16/2021,406,1677.094758,86253
SKU1027,8/14/2021,540,1539.363278,90892
SKU1017,12/25/2021,521,1209.687255,73865
SKU1031,5/28/2022,507,1364.828819,80007
SKU1044,06-04-22,497,1356.043025,73603
SKU1024,8/20/2022,481,1523.094695,79532
SKU1051,12/31/2022,527,2189.415753,105339
SKU1027,10-02-21,502,1793.675957,87957
SKU1012,1/29/2022,487,2043.892224,83615
SKU1058,10/15/2022,484,2094.170091,94848
SKU1058,12/31/2022,640,3590.499248,139398
SKU1021,7/31/2021,546,2632.004447,129432
SKU1025,10-09-21,554,2843.452717,144245
SKU1018,12/25/2021,581,2633.711585,76992
SKU1043,4/16/2022,753,3210.381587,106204
SKU1055,10/22/2022,800,3025.378808,94939
SKU1016,1/30/2021,394,984.7362421,164685
SKU1015,06-12-21,387,1031.721684,240925
SKU1056,07-10-21,408,1007.412683,228008
SKU1057,10/23/2021,408,995.1861014,217576
SKU1048,1/22/2022,428,1004.357255,234072
SKU1044,01-02-21,392,992.2425989,277987
SKU1054,7/17/2021,1511,3212.73161,400704
SKU1043,12/18/2021,1498,3192.366655,403838
SKU1040,2/26/2022,1462,3182.198366,388046
SKU1022,8/27/2022,1427,3423.200314,375910
SKU1057,10/15/2022,1485,3576.113361,376778
SKU1034,01-02-21,1558,3474.727013,396168
SKU1022,01-09-21,1645,3524.314853,426637
SKU1051,7/31/2021,1370,3088.635845,312041
SKU1052,10/23/2021,1210,2599.072542,226216
SKU1033,11/20/2021,1243,3421.952091,200579
SKU1045,11/27/2021,920,3603.364651,130328
SKU1053,09-10-22,657,2122.109061,116678
SKU1046,2/20/2021,648,1721.701016,96573
SKU1019,07-10-21,680,1852.975546,95200
SKU1026,10/23/2021,771,2173.04562,116367
SKU1050,01-08-22,657,1937.388624,97131
SKU1058,8/27/2022,662,2011.890235,100494
SKU1049,04-03-21,537,1808.688122,61881
SKU1035,12-04-21,557,1433.727136,70668
SKU1047,1/15/2022,815,2898.02036,113489
SKU1037,1/22/2022,581,2534.810065,118839
SKU1052,12/31/2022,604,2218.161188,134372
SKU1030,3/13/2021,399,1031.874133,113012
SKU1014,09-04-21,398,982.0619893,86729
SKU1030,10/16/2021,408,989.167451,90068
SKU1036,4/16/2022,395,1016.638899,70912
SKU1015,11-12-22,474,1150.799232,78844
SKU1029,2/20/2021,471,1261.401729,74284
SKU1016,03-06-21,389,977.0508892,72370
SKU1049,7/31/2021,672,2568.671044,50271
SKU1018,12/18/2021,783,2573.388648,170287
SKU1014,12/25/2021,466,1357.544186,88774
SKU1039,04-02-22,453,977.0116557,57359
SKU1038,5/28/2022,727,3145.736901,166375
SKU1036,8/27/2022,778,3676.783526,266991
SKU1049,05-08-21,834,3804.965265,317610
SKU1044,06-05-21,1081,5891.056077,330255
SKU1015,01-08-22,458,1059.163734,127956
SKU1050,1/15/2022,401,994.1765047,71316
SKU1031,01-02-21,714,1761.372049,199671
SKU1011,2/13/2021,700,1878.863948,218357
SKU1031,07-10-21,642,1996.658991,197427
SKU1035,7/17/2021,520,1990.603702,192651
SKU1028,12/25/2021,556,2146.320376,157279
SKU1019,05-07-22,681,1969.956427,239631
SKU1043,04-02-22,612,1936.630729,141474
SKU1017,5/21/2022,491,1787.609455,101881
SKU1026,7/16/2022,1136,4209.491199,207503
SKU1019,11-05-22,958,3758.845588,169140
SKU1056,12/24/2022,795,3451.892029,150645
SKU1039,2/19/2022,645,4326.073211,161050
SKU1052,8/13/2022,406,1011.277443,152817
SKU1054,05-01-21,394,1012.07144,121694
SKU1048,04-09-22,1126,5610.363625,292160
SKU1050,04-03-21,523,2628.784434,185815
SKU1019,7/17/2021,765,5051.211247,230101
SKU1046,11/27/2021,981,6131.382417,295425
SKU1047,7/30/2022,451,1037.680031,60124
SKU1057,6/19/2021,555,1774.530395,70429
SKU1033,3/26/2022,1341,6161.272157,276738
SKU1013,5/28/2022,671,2468.608021,102122
SKU1021,7/16/2022,877,2656.456342,120228
SKU1046,09-10-22,924,3858.057974,144781
SKU1038,12-10-22,922,3778.421437,156321
SKU1038,04-02-22,929,3142.957723,150269
SKU1023,4/23/2022,849,3421.092368,148366
SKU1029,5/14/2022,671,2280.170631,113310
SKU1019,06-04-22,529,1821.93885,80078
SKU1054,10/22/2022,546,1863.357715,78672
SKU1023,2/20/2021,504,1505.05276,73673
SKU1014,04-10-21,565,1764.296804,80642
SKU1043,7/17/2021,388,1022.666727,50006
SKU1035,7/24/2021,1125,4210.418653,231188
SKU1024,9/25/2021,523,1076.719673,89151
SKU1039,10-02-21,704,1209.274758,143015
SKU1039,12/25/2021,388,1003.868648,49995
SKU1020,01-08-22,390,1028.612965,50009
SKU1017,06-04-22,895,4364.838542,180035
SKU1022,11/26/2022,841,2559.951379,164770
SKU1058,2/13/2021,737,3026.137404,163218
SKU1016,7/30/2022,752,1361.814821,140651
SKU1053,8/27/2022,1824,2449.101919,509479
SKU1021,01-02-21,1690,2589.464972,470609
SKU1032,1/16/2021,1586,2831.686712,427978
SKU1023,04-03-21,1559,3118.29633,407982
SKU1037,6/19/2021,1707,2875.921491,456660
SKU1051,1/29/2022,1793,3302.79967,489951
SKU1043,3/26/2022,1820,3286.335783,433788
SKU1039,8/20/2022,1685,3092.536881,447453
SKU1038,02-06-21,1630,3394.712624,429205
SKU1048,10/22/2022,1294,2692.319641,360215
SKU1044,2/27/2021,1312,2867.576402,380334
SKU1022,5/22/2021,1331,3120.287836,380179
SKU1014,7/24/2021,1346,3258.28121,364613
SKU1036,7/30/2022,1407,3069.391256,385075
SKU1039,11-05-22,1436,2930.580264,401771
SKU1049,2/27/2021,1274,2590.847804,325123
SKU1048,3/13/2021,1270,2306.837036,254126
SKU1028,06-12-21,675,2375.936043,77035
SKU1018,11/27/2021,685,3060.392882,113913
SKU1021,2/27/2021,725,2905.252368,132056
SKU1016,10-02-21,606,2116.236969,77124
SKU1033,11/13/2021,553,2347.592866,59767
SKU1033,4/30/2022,739,2087.756893,131914
SKU1045,01-09-21,941,3313.32944,164606
SKU1029,1/29/2022,927,3049.203603,171720
SKU1034,05-07-22,627,1753.133816,100683
SKU1029,06-04-22,889,2236.512164,127617
SKU1045,7/30/2022,841,2984.648137,107680
SKU1025,11/26/2022,1031,5040.615834,171354
SKU1021,4/17/2021,833,2344.097094,126603
SKU1046,05-01-21,833,4069.865968,129182
SKU1016,5/15/2021,799,3225.529104,114840
SKU1054,7/24/2021,962,3643.30634,144682
SKU1054,08-07-21,1095,4267.493242,187165
SKU1032,1/15/2022,1172,5182.467495,187744
SKU1026,5/28/2022,1047,4551.985415,161655
SKU1056,3/27/2021,847,2814.940245,124812
SKU1021,07-03-21,841,2957.724048,128044
SKU1047,11/20/2021,660,2105.784254,95195
SKU1052,9/24/2022,468,1322.242719,67235
SKU1026,11/20/2021,477,1248.458367,66396
SKU1026,2/19/2022,490,1450.384886,68696
SKU1022,4/16/2022,518,2043.32415,75075
SKU1038,06-12-21,608,2988.751104,105863
SKU1048,8/21/2021,572,1750.589911,97461
SKU1021,06-04-22,602,2087.255489,79995
SKU1047,02-06-21,639,2768.351935,94518
SKU1054,06-05-21,803,2842.833926,133339
SKU1043,6/26/2021,410,971.9238889,50001
SKU1037,07-10-21,753,2049.119324,163360
SKU1017,8/14/2021,620,1932.576559,118747
SKU1039,9/25/2021,421,1458.603095,56984
SKU1050,4/30/2022,490,1059.446542,52919
SKU1025,6/25/2022,692,1348.114221,91043
SKU1033,6/19/2021,923,3935.987711,222365
SKU1045,9/18/2021,821,3306.582725,198755
SKU1057,1/15/2022,1183,6823.498247,283806
SKU1022,06-11-22,1062,6200.196528,245713
SKU1057,1/30/2021,1084,3043.678493,199960
SKU1044,3/27/2021,1165,3582.623135,258934
SKU1028,11/20/2021,1193,3809.083717,231681
SKU1058,02-05-22,1182,3847.969037,250223
SKU1012,3/26/2022,1066,3428.658309,198214
SKU1042,4/16/2022,1115,3307.305206,216095
SKU1024,02-06-21,830,2444.766488,157569
SKU1044,07-03-21,941,3432.147538,157934
SKU1025,8/28/2021,583,1858.889807,87398
SKU1030,2/26/2022,721,3552.603692,98832
SKU1047,06-11-22,964,6121.464177,142616
SKU1056,06-12-21,907,3990.783888,169224
SKU1055,08-07-21,995,4056.528643,161215
SKU1022,4/23/2022,872,3012.871053,147314
SKU1027,06-04-22,740,2510.343382,121168
SKU1023,09-10-22,661,2306.082537,101747
SKU1033,1/16/2021,591,2246.061756,81285
SKU1050,06-12-21,832,3851.671191,136734
SKU1053,8/28/2021,814,4883.030821,135259
SKU1016,10/23/2021,796,3564.898558,113991
SKU1046,01-01-22,833,4021.375594,130652
SKU1029,02-12-22,779,4029.397135,126987
SKU1027,8/20/2022,579,3582.885502,84092
SKU1038,1/16/2021,753,1957.269998,116547
SKU1018,12/17/2022,856,2897.649639,140381
SKU1056,3/20/2021,882,2969.250289,139767
SKU1050,07-03-21,650,2362.766936,105677
SKU1014,05-08-21,959,4559.106118,183326
SKU1022,8/28/2021,903,4236.838496,218551
SKU1028,09-04-21,1027,4257.706059,357765
SKU1021,9/18/2021,753,2570.496982,165744
SKU1050,11-06-21,1162,4015.816055,232707
SKU1047,03-12-22,1253,3669.638183,276882
SKU1020,08-06-22,1721,4019.917132,331292
SKU1023,09-03-22,1501,3880.115308,320755
SKU1051,11/26/2022,437,1409.341134,141273
SKU1045,3/20/2021,391,1049.6377,103377
SKU1031,8/14/2021,392,1024.938375,131262
SKU1042,12-11-21,385,1050.350362,130329
SKU1057,04-09-22,534,1517.954162,138798
SKU1025,4/23/2022,527,1358.977211,125622
SKU1057,4/17/2021,406,1008.888451,100736
SKU1013,6/19/2021,407,993.3221571,93371
SKU1053,12/25/2021,477,1161.503088,152046
SKU1024,08-06-22,542,1342.193353,141585
SKU1029,3/20/2021,480,1102.67398,142767
SKU1029,11-05-22,616,2456.554119,165686
SKU1042,11/19/2022,636,2298.224293,162587
SKU1044,11/26/2022,679,2709.467223,183488
SKU1039,05-08-21,874,3973.799012,276731
SKU1056,8/14/2021,953,5802.785222,307130
SKU1042,02-05-22,1558,9520.419243,530602
SKU1050,2/26/2022,1127,7330.327477,296621
SKU1016,04-02-22,1173,7269.054799,262877
SKU1037,5/28/2022,1366,6676.864176,242967
SKU1051,9/24/2022,1165,5047.600259,170271
SKU1044,1/16/2021,479,1254.227123,62878
SKU1018,3/20/2021,856,2946.585274,122871
SKU1049,8/21/2021,608,2125.080351,88704
SKU1057,02-12-22,397,1038.978707,49997
SKU1053,7/16/2022,908,5834.695511,180328
SKU1055,12/24/2022,1178,6350.055801,219565
SKU1026,9/18/2021,1025,4880.40397,179893
SKU1026,10-08-22,813,4816.666118,182649
SKU1045,12/25/2021,641,1378.527874,93211
SKU1037,2/26/2022,1242,1979.691551,235499
SKU1021,4/16/2022,1219,2371.865039,254253
SKU1035,06-11-22,1244,2445.075668,282422
SKU1017,11-12-22,1270,2510.936663,287454
SKU1028,4/17/2021,1214,2321.397585,300919
SKU1018,06-12-21,1158,2384.657823,274399
SKU1047,1/22/2022,1012,2084.565845,207282
SKU1026,8/27/2022,971,2138.295382,186692
SKU1043,12/24/2022,973,2238.54152,238223
SKU1032,03-06-21,1096,2434.680888,242659
SKU1018,4/24/2021,1115,2508.443507,214796
SKU1035,6/25/2022,1159,2465.161255,219261
SKU1058,08-06-22,1104,2408.196766,218851
SKU1043,9/17/2022,1030,2197.910365,200843
SKU1037,11-05-22,777,1714.705548,134965
SKU1039,2/13/2021,950,3784.402041,190641
SKU1041,10-09-21,958,2886.460219,168464
SKU1050,1/29/2022,809,2229.93564,129549
SKU1046,9/17/2022,828,2667.633686,128900
SKU1020,8/14/2021,1061,4381.995213,180364
SKU1029,8/28/2021,1203,5319.009643,212376
